index,"press/media registry — context only, no sheet intake",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
912,Sławek Orwat,radio,,slaorw@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
913,Sławomir Bajew,radio,,slawomir.bajew@radiopoznan.fm,https://radiopoznan.fm,,t,f,f,f,50,50.0,50.0
914,Słyszymisię,local_press,,slyszymisie@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
915,T-Mobile Music PL,local_press,,redakcja@t-mobile-trendy.pl,https://t-mobile-trendy.pl,,t,f,f,f,50,50.0,50.0
916,TALKSEEK Dawid Ryski,creator,,talkseek@yahoo.com,https://yahoo.com,,t,f,f,f,50,50.0,50.0
917,TBA [RIP],radio,,anita.zuchora@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
918,TEAM,radio,,kontakt@teamradio.pl,https://teamradio.pl,,t,f,f,f,50,50.0,50.0
919,TEMI - Galicyjski Tygodnik Informacyjny,local_press,,mwolak@temi.pl,https://temi.pl,,t,f,f,f,50,50.0,50.0
920,TOO MANY SKULLS Raf The Might,creator,,xwechterx@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
921,TOP METAL NEXT HITS — Olli Prohorova,creator,,submit.olli@gmail.com,,https://open.spotify.com/playlist/6Y9FrCv7c7dkWs0B30PYas,t,f,f,f,50,50.0,50.0
922,TRENDY Magazyn,local_press,,facebook@trendymagazyn.pl,https://trendymagazyn.pl,,t,f,f,f,50,50.0,50.0
923,TV Kortowo,local_press,,wiolau@uwm.edu.pl,https://uwm.edu.pl,,t,f,f,f,50,50.0,50.0
924,TV Net,local_press,,telewizja@tvnet.com.pl,https://tvnet.com.pl,,t,f,f,f,50,50.0,50.0
925,TVP 3 Łódź,local_press,,sekretariat.lodz@tvp.pl,https://tvp.pl,,t,f,f,f,50,50.0,50.0
926,TVP KULTURA,local_press,,tvpkultura@tvp.pl,https://tvp.pl,,t,f,f,f,50,50.0,50.0
927,TVP Szczecin,local_press,,joanna.lisowska@tvp.pl,https://tvp.pl,,t,f,f,f,50,50.0,50.0
928,TVPW Studencka Telewizja Internetowa,local_press,,redakcja@tvpw.pl,https://tvpw.pl,,t,f,f,f,50,50.0,50.0
929,Tableau! rekomendacje muzyczne,local_press,,rekomendacje@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
930,Tak dużo genialnej muzyki,local_press,,magda.rogoz@takduzogenialnejmuzyki.pl,https://takduzogenialnejmuzyki.pl,,t,f,f,f,50,50.0,50.0
931,Tego Słucham PL,local_press,,radek@tegoslucham.pl,https://tegoslucham.pl,,t,f,f,f,50,50.0,50.0
932,Telewizja M KRAKÓW,local_press,,krakow@telewizjam.pl,https://telewizjam.pl,,t,f,f,f,50,50.0,50.0
933,Telewizja M SILESIA,local_press,,slask@telewizjam.pl,https://telewizjam.pl,,t,f,f,f,50,50.0,50.0
934,Telewizja M ŁÓDŹ,local_press,,lodz@telewizjam.pl,https://telewizjam.pl,,t,f,f,f,50,50.0,50.0
935,Telewizja Polonijna Tv Culture,local_press,,kontakt@tvculture.pl,https://tvculture.pl,,t,f,f,f,50,50.0,50.0
936,Telewizja Warszawa,local_press,,produkcja@telewizjawarszawa.tv,https://telewizjawarszawa.tv,,t,f,f,f,50,50.0,50.0
937,Teoria Strun,radio,,teoria.strun@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
938,Teraz Rock,local_press,,,https://terazrock.pl,,t,f,f,f,50,50.0,50.0
939,Teraz Wrocław,local_press,,redakcja@terazwroclaw.pl,https://terazwroclaw.pl,,t,f,f,f,50,50.0,50.0
940,The Autopsy Report Rock & Metal Radio Show,radio,,soundsofchaos@hotmail.com,https://hotmail.com,,t,f,f,f,50,50.0,50.0
941,The Metalcore Union — ANCProductions,creator,,ancagency.zach@gmail.com,,https://open.spotify.com/playlist/0URkqjgDRGgjc8tcyUkpO8,t,f,f,f,50,50.0,50.0
942,The Nwothm,local_press,,thenwothm@gmail.com,https://thenwothm.com,,t,f,f,f,50,50.0,50.0
943,The Rockferry,local_press,,zuziio@onet.eu,https://onet.eu,,t,f,f,f,50,50.0,50.0
944,Thin Man Records,patron,,info@thinman.pl,https://thinman.pl,,t,f,f,f,50,50.0,50.0
945,Thrashing Madness Radio Show,radio,,maciej.minczykowski@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
946,Toksyna FM,radio,,radio@toksyna.fm,https://toksyna.fm,,t,f,f,f,50,50.0,50.0
947,Tomasz Bilak,creator,,tomaszbilak@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
948,Tomasz Kasprzyk,radio,,kasprol@antyradio.pl,https://antyradio.pl,,t,f,f,f,50,50.0,50.0
949,"Tomasz Żąda, Bartosz Gil",radio,,godzinazero@polskieradio.pl,https://polskieradio.pl,,t,f,f,f,50,50.0,50.0
950,Tomek Kowalewicz,radio,,tomek@centrum.fm,https://centrum.fm,,t,f,f,f,50,50.0,50.0
951,Tommaso Scalici,creator,,,https://submitlink.io,,t,f,f,f,50,50.0,50.0
952,Tony Suwerenne,local_press,,redakcja.tosu@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
953,Traffic,radio,,redakcja@radiotraffic.fm,https://radiotraffic.fm,,t,f,f,f,50,50.0,50.0
954,Trasa 66,radio,,trasa66@radiokampus.waw.pl,https://radiokampus.waw.pl,,t,f,f,f,50,50.0,50.0
955,Trojmiasto PL,local_press,,info@trojmiasto.pl,https://trojmiasto.pl,,t,f,f,f,50,50.0,50.0
956,TuWroclaw,local_press,,patronaty@tuwroclaw.com,https://tuwroclaw.com,,t,f,f,f,50,50.0,50.0
957,Tuba PL,local_press,,tubapl@gazeta.pl,https://gazeta.pl,,t,f,f,f,50,50.0,50.0
958,Turn OFF The Night,radio,,olek.adamski@radioazyll.pl,https://radioazyll.pl,,t,f,f,f,50,50.0,50.0
959,Twarze Warszawy,local_press,,kontakt@twarzewarszawy.pl,https://twarzewarszawy.pl,,t,f,f,f,50,50.0,50.0
960,TwoToeTags,creator,,,https://youtube.com/@TwoToeTags,,t,f,f,f,50,50.0,50.0
961,Twoja Telewizja Morska,local_press,,redakcja@telewizjattm.pl,https://telewizjattm.pl,,t,f,f,f,50,50.0,50.0
962,UKSW,radio,,d.szafraniec@uksw.edu.pl,https://uksw.edu.pl,,t,f,f,f,50,50.0,50.0
963,UMK TV,local_press,,studenckatv@stud.umk.pl,https://stud.umk.pl,,t,f,f,f,50,50.0,50.0
964,UPRADGE DESIGN TUDIO,creator,,marcin@upgradestudio.pl,https://upgradestudio.pl,,t,f,f,f,50,50.0,50.0
965,URSS TV,local_press,,ursstv@agh.edu.pl,https://agh.edu.pl,,t,f,f,f,50,50.0,50.0
966,UWM FM,radio,,biuro@uwmfm.pl,https://uwmfm.pl,,t,f,f,f,50,50.0,50.0
967,Ukryta cytadela,radio,,ukryta.cytadela@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
968,Ultra Żurnal,local_press,,ultra@ultrazurnal.pl,https://ultrazurnal.pl,,t,f,f,f,50,50.0,50.0
969,Ultramaryna,local_press,,poczta@ultramaryna.pl,https://ultramaryna.pl,,t,f,f,f,50,50.0,50.0
970,Under the Sign of Garazel,patron,,lezarag@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
971,Unicorn,reviewer,,unicorntorun@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
972,Universal Music,patron,,universal@universalmusic.pl,https://universalmusic.pl,,t,f,f,f,50,50.0,50.0
973,Uniwerek TV,local_press,,patronaty@uniwerek.tv,https://uniwerek.tv,,t,f,f,f,50,50.0,50.0
974,Uniwersal info,local_press,,stawiskibohdan23@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
975,Upiór w eterze,radio,,pawel.bakowski@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
976,Usłysz,local_press,,hej@uslysz.com,https://uslysz.com,,t,f,f,f,50,50.0,50.0
977,Uwolnij Muzyke,local_press,,redakcja@uwolnijmuzyke.pl,https://uwolnijmuzyke.pl,,t,f,f,f,50,50.0,50.0
978,VM-Underground — death/black metal zine,local_press,,,https://www.vm-underground.com/submitting-music/,https://www.vm-underground.com/submitting-music/,t,f,f,f,50,50.0,50.0
979,Via Nocturna,patron,,info@vianocturna.com,https://vianocturna.com,,t,f,f,f,50,50.0,50.0
980,Victoria,radio,,sekretariat@radiovictoria.pl,https://radiovictoria.pl,,t,f,f,f,50,50.0,50.0
981,Visula Kei,reviewer,,sklep@v-kei.pl,https://v-kei.pl,,t,f,f,f,50,50.0,50.0
982,Von Trupka Records,patron,,vontrupkarec@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
983,W Nas,local_press,,redakcja@wnas.pl,https://wnas.pl,,t,f,f,f,50,50.0,50.0
984,W Pełni Dźwięków,radio,,ish@radiopanteon.pl,https://radiopanteon.pl,,t,f,f,f,50,50.0,50.0
985,W Pół Rocku,radio,,przemo@radio-aspekt.de,https://radio-aspekt.de,,t,f,f,f,50,50.0,50.0
986,W Szczecinie TV,local_press,,w.wirwicki@wszczecinie.tv,https://wszczecinie.tv,,t,f,f,f,50,50.0,50.0
987,W.Kolińska,creator,,kolinska.weronika@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
988,WAFP!,local_press,,wearefrompoland@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
989,WARNER Music Poland,patron,,facebook@warnermusic.pl,https://warnermusic.pl,,t,f,f,f,50,50.0,50.0
990,WHY DUCK illustrates,creator,,krystian.scigalski@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
991,WaWa Love,local_press,,tomasz.jakubowski@grupawp.pl,https://grupawp.pl,,t,f,f,f,50,50.0,50.0
992,Wacken Radio by RADIO BOB,radio,,kontakt@wackenradio.de,https://wackenradio.de,,t,f,f,f,50,50.0,50.0
993,War Office Propaganda,patron,,info@rageineden.org,https://rageineden.org,,t,f,f,f,50,50.0,50.0
994,Warsawholic,local_press,,contributors@warsawholic.com,https://warsawholic.com,,t,f,f,f,50,50.0,50.0
995,Warszawa,radio,,reklama@radiowarszawa.com.pl,https://radiowarszawa.com.pl,,t,f,f,f,50,50.0,50.0
996,Warszawska Telewizja Społecznościowa,local_press,,iwona.klorek@warszawskatv.pl,https://warszawskatv.pl,,t,f,f,f,50,50.0,50.0
997,Warszawski Serwis Prasowy,local_press,,redakcja@wsp.waw.pl,https://wsp.waw.pl,,t,f,f,f,50,50.0,50.0
998,Warthog Records,patron,,warthogrecords@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
999,Wiadomości Ogólnopolskie 24h,local_press,,redakcja@wo24.pl,https://wo24.pl,,t,f,f,f,50,50.0,50.0
